word;total;ge_std;co_std;male;female;unknown;ar;cl;co;es;mx;pe;ve
merece;2487;336.577;172.713;1139;471;877;280;232;363;624;166;263;559
sorprende;806;86.431;18.197;331;170;305;123;124;96;103;105;149;106
musical;1927;409.104;151.847;668;221;1038;80;303;556;339;231;155;263
pagina;2157;333.672;95.843;1023;362;772;181;410;412;287;240;234;393
brutal;680;135.537;95.398;364;93;223;22;47;70;260;27;48;206
#life;556;133.362;56.774;174;58;324;72;42;54;101;28;62;197
positiva;530;68.340;30.923;189;103;238;52;58;124;64;54;61;117
jajajaa;799;66.108;48.913;304;190;305;147;90;68;103;121;204;66
energia;2395;324.365;239.539;1095;452;848;159;360;854;268;242;161;351
existen;1425;160.278;51.881;563;290;572;161;212;211;116;204;255;266
che;1791;292.303;413.551;661;278;852;1192;134;56;116;113;88;92
official;1886;313.894;83.272;928;302;656;167;368;257;167;371;290;266
pasaje;560;75.871;51.481;206;103;251;83;165;43;25;28;109;107
hablame;815;102.065;192.543;187;243;385;551;19;73;36;31;41;64
salgo;1647;181.055;150.899;505;394;748;566;170;165;222;173;234;117
contacto;1339;200.111;164.774;503;224;612;63;551;126;142;134;110;213
partido;9402;1892.592;409.618;5122;1354;2926;1717;1239;1822;1542;960;1436;686
faltar;834;109.055;46.574;359;154;321;200;57;91;131;127;86;142
ensenyo;554;71.248;28.806;211;104;239;83;38;129;79;66;62;97
jajajajajaja;6108;611.169;194.348;2069;1409;2630;1159;619;994;850;836;997;653
rechazo;511;125.301;69.479;154;54;303;37;44;62;32;23;222;91
siento;9275;877.449;250.617;2859;2354;4062;1571;1227;1367;984;1476;1613;1037
chicos;2891;408.192;228.167;730;726;1435;844;286;209;523;176;437;416
#galainteractiva2014;643;371.236;243.031;643;0;0;0;0;0;0;0;0;643
pleno;966;104.542;27.086;417;210;339;161;100;138;170;103;144;150
ciudadanos;1132;225.748;130.100;624;181;327;35;107;157;419;128;58;228
grave;887;122.663;34.330;390;157;340;86;141;138;129;122;86;185
ke;995;185.290;125.198;302;163;530;415;120;125;44;134;101;56
casa;24200;2670.826;413.541;9822;4993;9385;3822;4058;2810;3361;3221;3619;3309
star;1661;285.577;108.345;756;227;678;116;408;200;273;344;143;177
arequipa;635;88.670;228.182;252;110;273;0;12;1;0;14;608;0
45;660;87.470;10.388;299;126;235;92;79;105;106;102;91;85
#stgo;539;102.256;203.282;71;194;274;0;538;0;0;0;1;0
presidente;5348;906.166;559.528;2528;774;2046;946;517;689;459;346;441;1950
cruz;1794;283.328;86.781;853;293;648;222;210;204;213;408;185;352
semana;23308;2813.281;652.393;9039;4545;9724;2336;4049;3306;4111;3514;2695;3297
industria;544;93.404;14.115;262;79;203;78;50;85;83;93;85;70
vera;633;78.307;57.694;299;149;185;80;67;73;220;57;61;75
red;2123;380.127;69.983;1082;322;719;189;381;269;317;326;383;258
puntos;2034;374.621;61.695;1047;298;689;347;221;348;346;209;310;253
cne;659;101.239;209.393;303;107;249;7;16;24;40;2;2;568
bendecido;503;125.369;96.935;189;33;281;3;11;242;5;26;38;178
clasico;1544;290.242;62.222;766;197;581;266;317;232;152;215;225;137
estaria;1653;212.205;203.151;582;325;746;687;208;114;193;202;143;106
cantando;1525;194.104;33.454;526;306;693;255;217;237;222;170;248;176
spotify;684;114.372;57.561;317;99;268;85;136;46;86;169;151;11
#cartagena;563;44.377;198.283;151;237;175;8;9;530;11;2;3;0
there;834;86.435;43.064;359;187;288;84;105;126;111;189;157;62
fiebre;537;64.467;27.433;149;135;253;119;67;77;66;38;106;64
pdvsa;599;199.786;222.880;114;57;428;0;1;5;1;0;1;591
contesta;505;72.016;53.334;194;87;224;184;53;51;52;86;62;17
fuente;885;137.011;48.675;381;137;367;67;179;97;117;206;104;115
opcion;1762;216.899;43.592;766;346;650;175;259;251;222;259;309;287
cuanta;886;62.308;51.351;310;227;349;216;101;76;179;91;120;103
hicimos;656;84.737;42.457;241;125;290;180;71;120;80;71;63;71
viendo;7814;986.558;297.118;3420;1508;2886;793;1636;918;1232;1129;1270;836
2014;5332;863.336;278.937;2580;864;1888;288;674;1199;834;666;740;931
enhorabuena;1550;326.910;532.665;893;303;354;22;7;16;1429;49;11;16
verme;554;44.004;27.187;177;145;232;83;52;105;120;73;78;43
instante;575;41.308;27.248;214;144;217;73;37;128;88;86;72;91
,;828659;102880.336;10466.281;348471;158429;321759;105020;112535;116431;123060;138311;113851;119451
problemas;3323;485.028;112.430;1496;564;1263;381;466;532;390;370;497;687
he;19993;1795.352;1905.406;7285;4641;8067;538;2800;2393;6767;2494;3007;1994
lengua;1021;116.251;37.481;387;208;426;189;82;127;191;138;151;143
pesar;1951;194.500;72.844;794;429;728;257;199;337;228;211;333;386
cultural;2071;402.275;149.945;641;315;1115;189;355;205;176;423;171;552
piel;1815;223.401;66.785;517;439;859;315;136;335;267;295;239;228
poniendo;906;116.820;54.915;349;169;388;153;90;86;237;144;85;111
encanta;6867;397.030;293.331;1848;2401;2618;823;1160;885;1554;806;959;680
z;759;143.847;33.560;271;101;387;60;124;123;72;97;154;129
#entrecristianosnosseguimos;527;301.669;194.813;3;524;0;517;0;0;0;0;0;10
rato;4624;623.486;210.153;1953;824;1847;801;1025;435;531;764;502;566
ramon;608;127.288;50.759;321;68;219;83;177;21;122;55;60;90
cuerpo;4236;537.863;55.691;1348;909;1979;567;611;607;527;591;626;707
2012;703;114.723;26.114;315;103;285;52;126;85;98;100;122;120
familiar;1327;143.465;60.384;592;306;429;98;235;152;162;275;231;174
distrito;7220;1074.469;1714.721;3286;1209;2725;113;93;1429;132;4767;188;498
universitaria;641;114.474;64.156;241;88;312;37;50;173;32;189;75;85
one;8303;1517.930;413.343;2829;1220;4254;878;752;1820;1608;856;1357;1032
crisis;1625;317.013;169.972;893;277;455;113;138;192;282;157;146;597
imbecil;610;75.633;27.040;247;116;247;104;69;77;72;57;137;94
novela;886;127.265;35.369;316;159;411;149;96;172;79;134;157;99
ny;827;102.496;68.285;391;195;241;95;250;90;76;170;92;54
playa;4577;445.276;267.965;1955;1066;1556;457;847;442;1178;504;567;582
otra;15348;1609.456;275.820;6010;3258;6080;2604;1898;1908;2515;2074;2155;2194
barra;866;167.201;66.259;271;131;464;137;125;48;93;91;113;259
inflacion;691;157.691;159.235;398;85;208;98;46;53;8;17;16;453
tienen;10916;1389.678;444.298;4537;2038;4341;1574;1304;1502;1236;1358;1409;2533
omg;1139;37.166;112.871;405;337;397;65;144;89;100;221;392;128
ejercicios;551;96.173;55.178;177;91;283;55;70;48;56;15;132;175
@globovision;1029;284.563;378.351;659;107;263;0;4;6;8;2;4;1005
barranco;878;45.004;303.019;292;248;338;3;8;2;5;9;812;39
electronica;559;139.389;39.818;209;37;313;74;76;154;102;26;68;59
piezas;526;100.620;76.732;273;72;181;15;36;27;75;108;32;233
vote;758;127.241;54.457;362;113;283;131;78;150;74;62;60;203
medicina;863;76.252;58.386;300;206;357;46;128;84;82;202;127;194
cristobal;763;166.031;149.265;430;100;233;25;436;82;15;30;49;126
tocar;1346;142.693;33.708;526;284;536;207;197;227;235;175;146;159
perdon;2645;230.049;158.498;907;640;1098;685;285;368;262;493;265;287
ladron;501;79.473;50.474;241;83;177;69;61;81;21;39;53;177
padre;4160;475.287;164.702;1702;840;1618;312;502;612;633;753;542;806
hinchas;761;148.136;99.089;398;102;261;226;126;229;11;12;148;9
perfecto;3590;355.542;103.430;1174;853;1563;436;329;619;575;561;480;590
pase;4522;502.211;123.299;1687;940;1895;903;655;644;595;570;638;517
bn;674;148.500;74.094;288;55;331;20;91;249;104;85;37;88
miseria;521;82.501;115.754;256;91;174;29;27;68;28;14;21;334
viviendo;969;118.773;49.786;386;186;397;113;117;209;119;122;81;208
bravo;1325;198.354;82.802;665;286;374;73;183;153;283;180;141;312
guerrero;751;93.388;62.928;323;145;283;28;60;153;88;212;135;75
condominio;575;8.737;158.450;182;194;199;0;435;31;0;8;86;15
#vertigo;502;196.307;183.577;393;36;73;5;488;1;5;3;0;0
:);36085;1259.645;2446.906;12877;10581;12627;2875;6040;3449;5594;6206;9456;2465
total;3582;476.358;169.846;1617;678;1287;508;374;829;542;324;410;595
thanks;1573;329.779;173.844;876;222;475;52;100;179;411;520;190;121
vehicular;1241;358.935;436.081;526;12;703;3;1166;14;1;21;27;9
aplicacion;815;132.802;36.891;386;126;303;57;177;127;126;90;114;124
palo;1272;221.975;83.892;563;168;541;320;165;169;161;56;147;254
crean;551;47.385;33.230;213;129;209;56;44;77;48;112;82;132
25;2694;463.431;64.809;1214;366;1114;368;374;421;487;280;350;414
pm;3939;741.358;415.445;1811;461;1667;76;153;1017;450;606;445;1192
aviso;888;96.286;39.181;357;185;346;161;190;76;125;135;98;103
levantarme;952;116.294;91.693;233;269;450;335;136;80;111;106;126;58
enfermedad;676;67.159;28.861;295;161;220;82;87;111;73;94;74;155
adoro;2040;127.212;104.165;534;739;767;256;211;509;252;338;223;251
jam;673;105.458;74.932;213;125;335;27;190;217;60;55;71;53
carinyo;2170;80.525;144.213;691;664;815;127;313;596;329;233;254;318
fuerza;3848;534.687;204.364;1809;740;1299;335;525;737;521;320;522;888
feo;2848;275.050;174.714;983;659;1206;768;330;320;272;455;431;272
verga;2004;424.908;308.619;807;191;1006;279;26;165;7;712;91;724
hidalgo;2108;325.813;768.551;1057;416;635;2;18;13;14;2044;3;14
90;1280;197.976;35.704;596;209;475;238;187;153;166;138;220;178
tengan;2477;467.701;184.314;1265;334;878;179;669;273;176;531;288;361
cuantas;1375;156.622;39.614;488;289;598;229;123;184;219;187;190;243
go;3515;404.327;211.311;1494;718;1303;181;568;401;697;642;728;298
mayores;779;114.936;62.080;349;130;300;52;92;118;159;55;79;224
amoo;725;229.239;138.891;42;492;191;125;16;48;10;76;406;44
#mexico;2696;619.949;701.359;1346;191;1159;32;153;167;83;1970;206;85
metros;508;93.115;27.856;268;83;157;71;60;53;134;66;56;68
paris;1998;268.559;161.419;968;454;576;153;409;211;593;213;152;267
maravillosa;880;19.399;71.637;306;271;303;49;143;180;251;85;62;110
nico;541;46.177;75.325;185;132;224;230;124;29;46;21;41;50
delincuentes;741;160.222;100.915;377;68;296;44;136;82;11;24;141;303
fondo;2220;243.875;72.423;930;465;825;309;297;256;457;235;318;348
francisco;2148;445.273;155.079;1152;262;734;201;453;190;175;541;181;407
ganas;12613;1488.975;982.672;3767;2983;5863;3656;1226;1501;2646;1266;1391;927
nota;3886;455.638;124.923;1583;770;1533;757;588;544;547;465;626;359
fuego;2666;599.003;396.871;917;276;1473;289;1276;196;289;200;197;219
vete;633;64.900;62.407;229;139;265;28;18;67;199;115;125;81
alejandro;1089;156.499;47.613;497;191;401;65;161;172;132;220;168;171
regrann;520;82.809;128.925;80;238;202;5;2;144;0;25;2;342
rio;3384;527.003;128.605;1590;554;1240;636;669;514;457;384;378;346
corriendo;886;84.595;31.031;311;204;371;135;140;91;123;184;115;98
leo;1593;131.731;70.007;547;392;654;366;277;185;204;190;201;170
funcionarios;585;95.410;70.453;301;116;168;53;87;86;34;51;38;236
escenario;1010;137.704;63.971;407;178;425;106;192;186;249;94;90;93
perfil;4533;503.709;304.966;2077;1112;1344;1087;312;842;659;212;619;802
hola;12698;1850.130;382.135;4805;2164;5729;1643;2342;1666;1648;2197;1226;1976
solar;757;293.217;179.103;590;62;105;39;42;514;34;35;55;38
inolvidable;599;60.929;35.678;226;130;243;84;67;148;119;47;60;74
creas;528;57.297;24.158;205;110;213;67;27;79;76;101;94;84
terminando;1235;138.839;94.773;479;252;504;125;327;158;98;283;171;73
diputados;919;206.219;190.751;541;154;224;83;58;32;80;105;4;557
sol;6854;585.193;293.789;2615;1609;2630;1170;1024;757;1402;732;1178;591
spain;1343;176.981;462.741;488;254;601;12;11;12;1241;7;37;23
dl;995;192.939;204.368;553;243;199;61;104;40;114;40;36;600
principio;1003;120.259;48.231;414;196;393;128;114;139;237;113;97;175
lujo;1156;178.618;75.882;546;193;417;145;123;163;327;124;99;175
#food;1091;266.941;208.135;657;135;299;51;136;62;622;46;66;108
movistar;648;104.058;74.937;318;110;220;67;234;46;61;17;153;70
hay;52100;5886.689;1063.154;21181;10587;20332;7977;6057;7501;7518;6542;7147;9358
when;1690;139.848;98.190;650;402;638;124;227;222;249;398;332;138
libertador;588;109.083;99.432;209;81;298;154;173;15;2;1;9;234
#party;1482;171.607;102.469;622;299;561;73;167;203;414;194;201;230
mono;674;66.161;41.520;248;150;276;128;135;124;129;39;62;57
maquillaje;752;47.258;42.031;214;234;304;50;79;119;109;105;103;187
regreso;2197;298.704;209.828;998;409;790;119;329;273;95;725;387;269
mata;1552;153.513;67.631;560;347;645;320;138;237;205;159;196;297
diste;570;69.419;33.891;213;112;245;132;48;97;29;92;80;92
flaco;788;110.528;99.878;233;170;385;283;84;62;11;32;215;101
tesis;807;51.391;72.320;314;213;280;57;197;42;32;139;205;135
concha;1179;190.292;304.106;442;183;554;854;95;38;37;29;105;21
tapa;560;110.120;52.713;277;64;219;118;51;69;169;20;32;101
lago;962;232.509;111.820;552;87;323;60;183;83;55;174;50;357
bus;1412;165.180;133.319;594;283;535;41;338;278;341;49;263;102
cristina;805;119.634;120.427;312;133;360;382;49;42;102;83;47;100
buscas;501;79.618;24.467;172;85;244;57;49;52;81;97;55;110
mueve;717;93.675;17.915;269;134;314;106;110;123;98;73;87;120
genial;4417;445.996;277.403;1892;1004;1521;567;552;454;1136;451;886;371
#likeforlike;580;181.913;114.396;150;37;393;8;104;1;121;6;23;317
denuncia;822;141.630;80.461;412;129;281;82;70;85;106;70;113;296
#sabado;812;100.271;56.763;300;159;353;103;90;107;240;91;67;114
tampoco;3385;439.616;92.453;1310;627;1448;505;416;370;639;410;542;503
recordando;1114;146.936;70.234;487;206;421;53;139;259;153;150;121;239
#lunes;623;41.356;21.901;229;160;234;68;97;92;127;99;63;77
once;737;86.639;75.898;335;162;240;108;268;72;94;93;71;31
espanyol;2284;423.665;161.390;1205;361;718;113;328;200;621;288;327;407
hija;2631;167.009;109.166;879;709;1043;476;389;363;330;249;270;554
1000;839;107.156;42.196;338;156;345;107;112;91;137;94;90;208
lopez;1889;308.633;201.411;827;274;788;237;144;336;173;228;82;689
pq;1287;127.703;80.873;453;291;543;220;288;125;213;36;213;192
creen;1814;240.188;115.328;811;341;662;178;179;353;131;276;236;461
chilenos;711;96.390;162.453;338;146;227;46;452;24;3;9;151;26
caliente;971;111.541;26.531;393;195;383;142;183;164;114;125;132;111
accidente;1906;446.160;444.678;817;127;962;97;1280;137;94;100;85;113
@mariobautista_;739;210.374;189.662;61;475;203;0;0;1;0;263;474;1
humano;1528;211.247;63.332;692;278;558;147;188;298;162;207;216;310
llorar;3523;355.970;135.963;1016;925;1582;786;380;501;411;472;540;433
nuestras;3827;674.012;315.597;1271;604;1952;248;336;714;599;442;329;1159
escucha;2821;580.466;258.316;1125;290;1406;269;424;394;212;305;254;963
menor;823;122.231;36.510;379;140;304;90;158;139;79;79;114;164
murio;1284;151.753;76.476;543;256;485;205;227;189;55;133;175;300
#fotografia;531;118.389;69.035;121;97;313;29;26;64;226;43;64;79
panas;628;161.463;173.067;297;23;308;15;24;80;16;7;8;478
chinos;549;108.125;48.668;294;78;177;58;48;34;79;122;42;166
ando;3185;411.634;346.191;1110;628;1447;244;428;429;79;1174;492;339
votos;1527;277.890;178.261;778;223;526;320;73;176;255;51;97;555
humor;2025;210.516;196.857;678;463;884;730;210;195;246;160;247;237
alfredo;572;163.470;74.125;376;67;129;19;62;42;55;64;87;243
tabla;546;112.481;71.494;194;64;288;43;43;54;46;67;54;239
dame;1560;167.033;57.869;490;370;700;293;143;295;173;208;245;203
escasez;507;67.668;157.826;219;92;196;3;14;23;12;6;19;430
acciones;968;157.615;64.337;423;141;404;71;78;193;79;152;159;236
funcion;1038;203.590;95.215;339;146;553;61;122;91;352;141;114;157
more;1759;208.423;93.863;751;352;656;164;191;231;259;358;397;159
ultima;4907;571.109;173.402;1993;977;1937;766;710;570;1050;594;674;543
belleza;2183;183.424;102.358;827;516;840;213;264;526;270;271;293;346
team;792;116.258;49.229;338;130;324;96;94;69;97;154;76;206
meu;761;109.436;64.337;380;188;193;156;37;140;185;9;100;134
providencia;2930;242.465;1043.157;1210;726;994;5;2784;32;23;51;21;14
sun;582;80.467;41.950;279;119;184;51;109;48;86;158;91;39
veas;613;67.419;38.789;225;129;259;52;48;77;103;101;71;161
toma;2283;285.522;23.996;907;432;944;330;287;346;348;309;350;313
escena;767;104.069;34.209;306;136;325;58;123;120;125;114;157;70
#happybirthday;504;44.227;37.157;202;118;184;35;59;74;52;62;71;151
catedral;826;173.166;46.833;433;90;303;63;127;200;147;105;114;70
aparece;1180;124.925;42.457;489;252;439;227;213;170;146;100;170;154
noviembre;2281;401.126;132.659;802;340;1139;221;252;454;508;311;140;395
miras;515;48.645;22.722;176;121;218;105;48;91;64;62;94;51
primavera;1487;120.687;128.045;577;357;553;349;356;114;300;105;224;39
crecer;959;100.012;33.427;350;208;401;164;92;155;127;96;146;179
#feliznavidad;541;76.002;41.254;256;104;181;24;66;105;121;50;45;130
berlin;692;142.325;132.384;213;98;381;38;72;29;396;76;51;30
respeto;3246;379.501;180.679;1462;703;1081;376;489;670;340;276;347;748
regram;642;261.969;188.364;510;12;120;12;6;0;6;511;5;102
very;538;64.291;31.302;226;106;206;40;53;85;97;90;126;47
how;2136;311.658;106.499;1007;386;743;139;352;288;380;358;431;188
bici;1159;168.019;93.774;564;230;365;216;215;133;238;270;63;24
san;17521;2193.407;1478.548;7626;3392;6503;1524;3153;1748;1253;3637;5052;1154
asco;2652;276.364;211.290;847;628;1177;713;293;173;648;243;283;299
mensajes;1343;122.557;50.877;452;323;568;212;144;283;127;197;178;202
bla;911;140.337;61.099;452;173;286;86;151;129;72;88;133;252
lograr;1012;151.579;95.355;438;163;411;102;96;210;72;79;119;334
@elmundoes;714;37.269;243.891;258;261;195;5;13;6;655;6;17;12
esos;8744;1055.396;375.027;3426;1701;3617;1059;899;1723;839;1310;1139;1775
panama;597;104.990;81.205;253;78;266;21;62;147;16;45;65;241
mia;4076;359.202;244.052;1399;981;1696;605;468;593;1105;376;456;473
extranyo;6766;587.034;628.938;1797;2052;2917;2036;609;778;119;1276;1329;619
buena;18650;2438.841;382.053;8125;3469;7056;2512;3045;2848;3182;2154;2624;2285
quienes;3086;438.201;223.409;1408;549;1129;236;420;552;240;335;423;880
rey;2584;397.241;117.664;1137;406;1041;257;270;518;525;410;260;344
premio;1937;215.686;142.572;782;397;758;188;209;299;585;199;188;269
orto;990;168.199;322.980;241;225;524;873;28;4;11;18;50;6
#tuitutil;7581;1438.523;714.778;2369;1174;4038;944;1418;334;2003;512;417;1953
ciudadano;650;94.522;50.317;310;121;219;40;158;78;60;68;76;170
#santiago;1250;202.693;422.838;609;205;436;13;1137;3;16;10;27;44
amiga;7849;548.671;301.120;2370;2234;3245;1532;1281;916;577;1174;1203;1166
echo;1264;135.589;198.171;427;283;554;113;111;110;629;88;124;89
valla;612;138.795;45.339;172;84;356;164;42;92;47;91;51;125
asamblea;1220;231.692;304.934;656;198;366;33;54;111;75;54;30;863
independiente;641;104.844;55.776;300;97;244;195;74;142;70;65;42;53
power;614;94.363;34.101;273;97;244;43;154;77;91;89;93;67
roban;573;89.605;43.476;264;91;218;80;57;69;60;63;65;179
quiere;10425;1098.515;383.821;4015;2211;4199;1718;970;1783;1221;1168;1529;2036
carrera;3350;570.561;138.413;1692;551;1107;275;563;455;504;648;320;585
maestro;1981;398.010;115.510;1060;264;657;140;282;517;267;250;226;299
maxima;615;92.049;45.882;288;106;221;42;139;56;154;65;49;110
llegaste;540;49.790;31.387;167;138;235;89;67;110;20;64;111;79
gato;1797;180.144;84.669;631;405;761;410;315;203;165;236;275;193
oso;595;86.524;86.691;196;113;286;46;59;62;55;278;74;21
molina;1115;109.235;278.966;455;248;412;17;103;46;59;36;789;65
cool;911;88.996;62.149;319;208;384;130;74;87;98;261;132;129
starbucks;2176;282.788;367.752;1042;498;636;96;422;35;54;985;571;13
mauricio;667;58.825;126.045;286;170;211;374;58;48;10;19;65;93
fav;1432;278.500;90.677;627;156;649;215;86;256;172;287;97;319
tope;688;129.137;145.681;262;87;339;14;23;20;416;54;31;130
uno;19942;2307.801;925.357;8096;3986;7860;2381;2344;4900;2640;2414;2377;2886
salva;511;60.011;14.663;231;111;169;87;66;73;81;45;72;87
ten;867;103.937;60.823;335;170;362;37;60;205;101;135;160;169
confiar;682;49.319;30.071;217;184;281;92;58;143;91;80;85;133
vengo;1162;123.581;80.971;419;251;492;288;163;135;107;267;127;75
anita;639;25.515;90.996;212;239;188;64;89;27;21;181;249;8
live;2523;369.972;117.135;1043;414;1066;226;541;285;295;473;418;285
estructura;932;265.425;266.063;352;27;553;28;736;26;55;25;24;38
mente;3193;348.615;154.512;1126;689;1378;334;316;654;305;463;449;672
infantil;787;130.615;32.954;382;123;282;109;128;99;172;123;73;83
bye;1087;101.199;69.601;355;265;467;133;115;98;207;279;173;82
almorzando;677;89.187;111.160;318;140;219;44;317;63;15;24;176;38
wea;1204;208.138;442.313;502;162;540;6;1175;2;0;2;16;3
